invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I219432,C156851,Male,64,Souvenir,3,35.19,Cash,14-03-2022,Metrocity
I219433,C954571,Female,45,Food & Beverage,1,5.23,Cash,13-01-2022,Kanyon
I219435,C638749,Female,59,Clothing,2,600.16,Cash,16-09-2021,Viaport Outlet
I219441,C208009,Male,41,Toys,2,71.68,Debit Card,26-12-2021,Metropol AVM
I219442,C263633,Female,38,Technology,1,1050,Cash,22-08-2022,Emaar Square Mall
I219446,C787385,Female,20,Food & Beverage,4,20.92,Credit Card,02-06-2021,Istinye Park
I219448,C283544,Female,27,Clothing,4,1200.32,Cash,27-10-2022,Emaar Square Mall
I219449,C869792,Male,32,Toys,3,107.52,Credit Card,12-05-2022,Cevahir AVM
I219450,C129758,Female,69,Toys,2,71.68,Credit Card,07-07-2022,Metrocity
I219455,C487324,Female,45,Clothing,4,1200.32,Cash,02-10-2022,Istinye Park
I219457,C316674,Male,68,Cosmetics,4,162.64,Cash,02-02-2021,Kanyon
I219463,C277908,Male,46,Technology,3,3150,Credit Card,24-01-2023,Mall of Istanbul
I219468,C309138,Female,33,Clothing,3,900.24,Credit Card,11-09-2021,Zorlu Center
I219470,C212062,Male,41,Clothing,1,300.08,Credit Card,18-02-2021,Metropol AVM
I219475,C917096,Male,62,Shoes,5,3000.85,Credit Card,01-02-2021,Kanyon
I219476,C131829,Female,36,Shoes,4,2400.68,Cash,17-01-2022,Mall of Istanbul
I219484,C493075,Male,43,Cosmetics,5,203.3,Debit Card,04-01-2021,Metrocity
I219488,C104687,Male,34,Cosmetics,2,81.32,Credit Card,25-01-2023,Kanyon
I219492,C247330,Male,61,Toys,4,143.36,Credit Card,21-08-2021,Metrocity
I219493,C338558,Female,33,Food & Beverage,4,20.92,Cash,11-09-2022,Kanyon
I219495,C207059,Male,51,Clothing,5,1500.4,Debit Card,31-03-2021,Kanyon
I219496,C326043,Male,59,Clothing,1,300.08,Credit Card,07-06-2021,Kanyon
I219499,C346576,Male,60,Clothing,2,600.16,Credit Card,17-01-2021,Kanyon
I219505,C714888,Male,55,Clothing,1,300.08,Credit Card,20-09-2022,Metrocity
I219506,C305888,Male,41,Shoes,5,3000.85,Debit Card,19-10-2021,Mall of Istanbul
I219507,C239434,Female,65,Cosmetics,3,121.98,Cash,25-07-2022,Mall of Istanbul
I219509,C169517,Female,29,Food & Beverage,3,15.69,Credit Card,13-02-2022,Metropol AVM
I219512,C387317,Female,46,Clothing,5,1500.4,Credit Card,02-07-2021,Mall of Istanbul
I219513,C494925,Male,45,Clothing,3,900.24,Credit Card,24-03-2021,Istinye Park
I219522,C686856,Female,63,Shoes,3,1800.51,Cash,15-01-2021,Mall of Istanbul
I219526,C254115,Male,38,Clothing,2,600.16,Credit Card,22-05-2022,Kanyon
I219531,C436033,Female,32,Cosmetics,3,121.98,Credit Card,20-04-2021,Metrocity
I219535,C221138,Male,58,Technology,2,2100,Credit Card,20-10-2022,Mall of Istanbul
I219538,C132809,Female,54,Clothing,4,1200.32,Cash,31-12-2022,Forum Istanbul
I219544,C218226,Male,18,Clothing,4,1200.32,Debit Card,17-03-2022,Forum Istanbul
I219545,C108410,Female,23,Clothing,1,300.08,Debit Card,28-03-2021,Metropol AVM
I219550,C209412,Female,47,Clothing,4,1200.32,Cash,02-04-2022,Emaar Square Mall
I219553,C281258,Male,50,Food & Beverage,3,15.69,Cash,09-08-2021,Kanyon
I219555,C266961,Male,47,Clothing,3,900.24,Credit Card,10-09-2021,Metrocity
I219562,C313246,Female,37,Food & Beverage,3,15.69,Credit Card,15-07-2021,Mall of Istanbul
I219572,C339158,Male,49,Clothing,1,300.08,Credit Card,20-02-2021,Kanyon
I219576,C405148,Female,42,Clothing,5,1500.4,Credit Card,25-04-2021,Forum Istanbul
I219578,C298898,Male,49,Clothing,2,600.16,Cash,04-02-2022,Viaport Outlet
I219586,C440086,Female,34,Shoes,1,600.17,Credit Card,05-05-2022,Metropol AVM
I219590,C306419,Male,28,Toys,3,107.52,Cash,21-02-2021,Mall of Istanbul
I219591,C199155,Female,37,Food & Beverage,3,15.69,Credit Card,25-03-2021,Mall of Istanbul
I219592,C831305,Female,53,Food & Beverage,4,20.92,Credit Card,28-06-2022,Mall of Istanbul
I219596,C276519,Male,19,Clothing,1,300.08,Debit Card,16-11-2021,Mall of Istanbul
I219600,C999976,Female,49,Toys,3,107.52,Debit Card,20-06-2022,Metrocity
I219609,C272699,Female,39,Shoes,4,2400.68,Cash,10-05-2021,Metropol AVM
I219610,C270223,Male,67,Clothing,2,600.16,Cash,02-01-2021,Metrocity
I219615,C235402,Male,59,Cosmetics,2,81.32,Cash,11-04-2021,Kanyon
I219624,C269054,Female,69,Technology,5,5250,Cash,30-04-2021,Forum Istanbul
I219625,C294231,Female,32,Cosmetics,5,203.3,Debit Card,09-10-2022,Kanyon
I219635,C318859,Male,25,Clothing,4,1200.32,Cash,29-12-2022,Metrocity
I219637,C225875,Male,29,Books,1,15.15,Credit Card,02-03-2022,Viaport Outlet
I219639,C176060,Male,59,Technology,5,5250,Cash,20-02-2023,Mall of Istanbul
I219648,C823311,Male,62,Cosmetics,3,121.98,Cash,27-12-2022,Zorlu Center
I219649,C169964,Female,43,Clothing,1,300.08,Credit Card,12-07-2021,Mall of Istanbul
I219652,C281482,Female,69,Cosmetics,2,81.32,Cash,01-06-2022,Emaar Square Mall
I219655,C256151,Female,63,Shoes,5,3000.85,Credit Card,09-06-2021,Mall of Istanbul
I219656,C317689,Female,57,Cosmetics,3,121.98,Credit Card,22-11-2022,Metrocity
I219662,C500970,Female,24,Clothing,5,1500.4,Cash,26-08-2021,Forum Istanbul
I219666,C189071,Female,22,Clothing,4,1200.32,Cash,24-06-2021,Forum Istanbul
I219667,C290353,Female,31,Toys,1,35.84,Credit Card,31-10-2021,Metrocity
I219670,C467792,Female,27,Toys,2,71.68,Cash,27-10-2022,Istinye Park
I219676,C589785,Female,65,Clothing,4,1200.32,Credit Card,10-09-2022,Cevahir AVM
I219678,C594535,Male,61,Cosmetics,3,121.98,Debit Card,11-03-2021,Zorlu Center
I219679,C206530,Female,62,Clothing,2,600.16,Credit Card,27-10-2021,Mall of Istanbul
I219681,C634517,Male,22,Books,2,30.3,Cash,12-07-2022,Emaar Square Mall
I219690,C154212,Female,19,Clothing,4,1200.32,Cash,16-09-2021,Kanyon
I219693,C310555,Male,59,Cosmetics,1,40.66,Cash,12-01-2023,Mall of Istanbul
I219695,C108126,Male,23,Clothing,1,300.08,Credit Card,23-07-2022,Emaar Square Mall
I219696,C847110,Female,60,Souvenir,5,58.65,Cash,22-10-2022,Forum Istanbul
I219697,C327993,Male,18,Food & Beverage,2,10.46,Cash,20-02-2023,Istinye Park
I219698,C819112,Female,27,Clothing,4,1200.32,Credit Card,09-07-2021,Mall of Istanbul
I219699,C151277,Female,55,Shoes,5,3000.85,Cash,14-07-2021,Metrocity
I219700,C651180,Female,25,Clothing,5,1500.4,Credit Card,21-10-2021,Kanyon
I219701,C174012,Female,42,Cosmetics,2,81.32,Cash,20-11-2021,Kanyon
I219703,C175987,Female,28,Clothing,5,1500.4,Cash,28-06-2022,Mall of Istanbul
I219704,C364199,Male,43,Clothing,4,1200.32,Credit Card,10-12-2022,Kanyon
I219707,C151706,Male,46,Clothing,4,1200.32,Cash,22-02-2023,Kanyon
I219709,C483275,Female,68,Cosmetics,2,81.32,Credit Card,29-07-2022,Kanyon
I219711,C199565,Female,54,Books,2,30.3,Credit Card,03-12-2021,Metropol AVM
I219716,C253828,Male,43,Toys,2,71.68,Cash,18-01-2022,Metrocity
I219719,C114665,Male,53,Clothing,5,1500.4,Cash,23-06-2022,Metrocity
I219720,C226528,Female,58,Clothing,5,1500.4,Cash,14-02-2023,Kanyon
I219721,C114180,Female,44,Clothing,2,600.16,Cash,20-11-2022,Kanyon
I219724,C248012,Female,52,Clothing,4,1200.32,Credit Card,14-10-2021,Kanyon
I219728,C474168,Male,37,Clothing,2,600.16,Debit Card,19-01-2022,Kanyon
I219731,C227388,Male,40,Shoes,1,600.17,Credit Card,24-11-2021,Metrocity
I219733,C807258,Female,33,Clothing,1,300.08,Credit Card,11-07-2022,Kanyon
I219736,C127374,Male,23,Souvenir,3,35.19,Debit Card,06-10-2022,Kanyon
I219745,C195140,Female,54,Clothing,1,300.08,Credit Card,10-09-2022,Emaar Square Mall
I219746,C125799,Male,18,Clothing,1,300.08,Credit Card,02-09-2021,Mall of Istanbul
I219747,C195605,Female,32,Clothing,3,900.24,Cash,29-06-2022,Zorlu Center
I219750,C770144,Male,24,Cosmetics,1,40.66,Cash,17-04-2021,Metrocity
I219751,C144532,Female,51,Clothing,4,1200.32,Cash,02-10-2022,Metrocity
I219753,C293479,Female,39,Shoes,3,1800.51,Cash,05-09-2022,Istinye Park
I219754,C210853,Female,20,Toys,5,179.2,Debit Card,23-02-2023,Metrocity
I219756,C710550,Female,38,Food & Beverage,4,20.92,Credit Card,18-06-2022,Emaar Square Mall
I219761,C322198,Female,53,Food & Beverage,4,20.92,Credit Card,04-02-2021,Metrocity
I219765,C195381,Female,46,Shoes,1,600.17,Cash,01-09-2022,Metrocity
I219766,C499128,Female,22,Clothing,3,900.24,Cash,13-02-2021,Metrocity
I219767,C656584,Female,19,Food & Beverage,2,10.46,Debit Card,28-02-2022,Mall of Istanbul
I219769,C148586,Female,59,Clothing,1,300.08,Credit Card,25-05-2021,Kanyon
I219777,C983998,Male,69,Clothing,3,900.24,Credit Card,08-01-2023,Kanyon
I219779,C321454,Female,58,Clothing,4,1200.32,Cash,30-09-2022,Kanyon
I219780,C658980,Female,29,Clothing,2,600.16,Cash,08-10-2021,Kanyon
I219785,C290317,Male,36,Food & Beverage,5,26.15,Credit Card,02-09-2022,Mall of Istanbul
I219786,C262474,Male,39,Toys,2,71.68,Cash,18-06-2021,Forum Istanbul
I219795,C169681,Female,29,Technology,3,3150,Credit Card,08-10-2022,Kanyon
I219796,C109530,Female,24,Toys,2,71.68,Credit Card,28-02-2021,Zorlu Center
I219797,C278287,Female,31,Clothing,3,900.24,Credit Card,31-12-2021,Kanyon
I219805,C281228,Female,47,Technology,5,5250,Credit Card,14-11-2021,Kanyon
I219806,C963897,Female,32,Cosmetics,4,162.64,Cash,20-08-2022,Mall of Istanbul
I219807,C243548,Female,24,Clothing,4,1200.32,Credit Card,10-09-2021,Metropol AVM
I219809,C265441,Male,23,Souvenir,2,23.46,Debit Card,13-12-2022,Kanyon
I219818,C436320,Female,42,Technology,1,1050,Cash,06-02-2022,Zorlu Center
I219824,C184639,Male,52,Clothing,2,600.16,Cash,27-03-2021,Kanyon
I219825,C295620,Female,61,Clothing,2,600.16,Cash,07-06-2022,Kanyon
I219827,C297819,Female,50,Clothing,3,900.24,Cash,05-08-2022,Metropol AVM
I219828,C162750,Male,56,Technology,4,4200,Cash,26-03-2021,Viaport Outlet
I219830,C495475,Male,23,Clothing,3,900.24,Cash,14-02-2022,Istinye Park
I219838,C871833,Female,33,Toys,1,35.84,Credit Card,27-04-2021,Kanyon
I219840,C688972,Male,44,Clothing,5,1500.4,Cash,20-05-2021,Mall of Istanbul
I219841,C220693,Female,33,Cosmetics,4,162.64,Credit Card,24-06-2021,Forum Istanbul
I219843,C191991,Male,46,Clothing,1,300.08,Credit Card,11-05-2021,Metrocity
I219853,C150390,Female,61,Clothing,2,600.16,Credit Card,12-04-2022,Metrocity
I219856,C273188,Female,64,Clothing,1,300.08,Cash,23-10-2022,Cevahir AVM
I219861,C190720,Female,47,Shoes,3,1800.51,Credit Card,03-04-2022,Mall of Istanbul
I219862,C177349,Male,64,Shoes,5,3000.85,Cash,26-02-2022,Mall of Istanbul
I219863,C255275,Female,23,Technology,3,3150,Cash,11-05-2021,Istinye Park
I219864,C227847,Female,41,Clothing,1,300.08,Credit Card,10-11-2021,Cevahir AVM
I219868,C473713,Male,27,Shoes,3,1800.51,Debit Card,28-10-2021,Emaar Square Mall
I219874,C686437,Female,24,Shoes,3,1800.51,Credit Card,11-03-2021,Metrocity
I219875,C200877,Female,37,Food & Beverage,5,26.15,Debit Card,05-08-2022,Kanyon
I219887,C338543,Female,69,Clothing,1,300.08,Cash,07-11-2021,Zorlu Center
I219888,C240495,Male,45,Toys,2,71.68,Cash,07-11-2022,Kanyon
I219889,C182756,Male,51,Clothing,2,600.16,Credit Card,19-07-2022,Mall of Istanbul
I219891,C330565,Male,58,Shoes,1,600.17,Cash,17-12-2022,Kanyon
I219893,C229111,Female,47,Clothing,1,300.08,Debit Card,05-02-2022,Istinye Park
I219897,C248280,Male,24,Toys,4,143.36,Debit Card,13-01-2021,Zorlu Center
I219898,C384230,Female,38,Food & Beverage,1,5.23,Credit Card,13-04-2021,Mall of Istanbul
I219899,C267568,Female,39,Souvenir,4,46.92,Credit Card,01-01-2023,Istinye Park
I219901,C315318,Male,69,Clothing,2,600.16,Credit Card,15-04-2021,Emaar Square Mall
I219902,C121671,Female,19,Clothing,1,300.08,Credit Card,20-05-2022,Viaport Outlet
I219903,C141474,Male,38,Cosmetics,5,203.3,Debit Card,03-02-2021,Kanyon
I219904,C326307,Female,18,Souvenir,2,23.46,Credit Card,23-01-2022,Metropol AVM
I219909,C144282,Female,68,Toys,5,179.2,Credit Card,28-11-2022,Kanyon
I219910,C122819,Male,23,Shoes,3,1800.51,Cash,22-09-2021,Emaar Square Mall
I219913,C309611,Female,52,Clothing,4,1200.32,Credit Card,24-04-2021,Metropol AVM
I219914,C126467,Female,60,Clothing,3,900.24,Cash,18-04-2022,Istinye Park
I219915,C429048,Male,41,Clothing,4,1200.32,Credit Card,15-02-2021,Metrocity
I219917,C572210,Male,56,Food & Beverage,3,15.69,Debit Card,19-10-2022,Metrocity
I219924,C229873,Male,19,Cosmetics,5,203.3,Credit Card,18-12-2022,Kanyon
I219925,C107598,Male,69,Food & Beverage,3,15.69,Cash,07-11-2021,Kanyon
I219929,C294266,Male,39,Cosmetics,3,121.98,Debit Card,12-06-2022,Metropol AVM
I219931,C253597,Male,28,Souvenir,3,35.19,Credit Card,03-11-2022,Kanyon
I219932,C163370,Female,21,Souvenir,2,23.46,Credit Card,28-06-2022,Mall of Istanbul
I219935,C164542,Male,58,Clothing,3,900.24,Credit Card,16-04-2021,Kanyon
I219938,C184466,Female,52,Clothing,2,600.16,Cash,19-03-2021,Metropol AVM
I219939,C117096,Female,25,Toys,2,71.68,Cash,05-06-2021,Metrocity
I219940,C143152,Male,34,Clothing,3,900.24,Debit Card,03-01-2022,Istinye Park
I219942,C832349,Female,46,Clothing,2,600.16,Debit Card,07-03-2021,Forum Istanbul
I219944,C248386,Female,40,Technology,1,1050,Credit Card,08-10-2021,Kanyon
I219949,C158186,Female,29,Clothing,1,300.08,Credit Card,20-09-2022,Kanyon
I219952,C444711,Female,51,Clothing,4,1200.32,Debit Card,05-10-2021,Emaar Square Mall
I219956,C224672,Female,29,Shoes,5,3000.85,Debit Card,02-10-2021,Emaar Square Mall
I219958,C199832,Female,27,Clothing,3,900.24,Debit Card,27-10-2022,Metropol AVM
I219963,C324621,Male,24,Books,2,30.3,Cash,14-01-2022,Metropol AVM
I219965,C481879,Female,18,Clothing,4,1200.32,Cash,28-02-2022,Kanyon
I219967,C300413,Female,51,Books,5,75.75,Debit Card,11-04-2021,Forum Istanbul
I219973,C305615,Female,36,Toys,2,71.68,Credit Card,17-12-2021,Cevahir AVM
I219974,C147592,Male,31,Food & Beverage,2,10.46,Cash,16-03-2022,Viaport Outlet
I219980,C277065,Male,61,Cosmetics,3,121.98,Debit Card,05-06-2022,Kanyon
I219985,C248576,Female,31,Shoes,3,1800.51,Credit Card,30-09-2022,Istinye Park
I219986,C167922,Female,45,Cosmetics,1,40.66,Cash,14-08-2021,Emaar Square Mall
I219989,C171120,Male,35,Shoes,4,2400.68,Credit Card,05-04-2021,Metrocity
I219990,C220148,Male,63,Shoes,2,1200.34,Credit Card,02-03-2021,Istinye Park
I219991,C657952,Female,22,Clothing,1,300.08,Credit Card,14-01-2021,Kanyon
I219992,C171661,Female,31,Technology,5,5250,Credit Card,18-12-2022,Istinye Park
I219996,C143612,Female,31,Clothing,5,1500.4,Debit Card,27-09-2022,Metrocity
I219999,C310364,Female,41,Souvenir,3,35.19,Credit Card,18-09-2021,Kanyon
I220000,C322946,Male,30,Souvenir,4,46.92,Credit Card,03-08-2022,Kanyon
I220007,C504908,Female,34,Clothing,1,300.08,Debit Card,18-03-2021,Cevahir AVM
I220009,C203498,Male,24,Technology,5,5250,Credit Card,12-09-2022,Metropol AVM
I220014,C109296,Male,33,Clothing,5,1500.4,Credit Card,05-05-2021,Metrocity
I220017,C273080,Female,39,Food & Beverage,5,26.15,Cash,14-02-2023,Mall of Istanbul
I220018,C585326,Female,19,Clothing,5,1500.4,Credit Card,27-01-2021,Kanyon
I220019,C492576,Female,64,Cosmetics,5,203.3,Debit Card,14-12-2021,Mall of Istanbul
I220021,C150456,Female,65,Food & Beverage,3,15.69,Credit Card,06-03-2022,Forum Istanbul
I220026,C760976,Male,36,Clothing,4,1200.32,Debit Card,03-12-2022,Emaar Square Mall
I220029,C113810,Male,54,Cosmetics,5,203.3,Cash,26-05-2022,Mall of Istanbul
I220032,C227184,Female,41,Clothing,4,1200.32,Credit Card,08-11-2022,Mall of Istanbul
I220034,C251989,Female,50,Cosmetics,2,81.32,Cash,20-07-2021,Mall of Istanbul
I220038,C325170,Male,40,Clothing,5,1500.4,Debit Card,28-09-2021,Kanyon
I220045,C265156,Male,30,Cosmetics,3,121.98,Cash,26-06-2022,Istinye Park
I220047,C128894,Female,52,Clothing,5,1500.4,Credit Card,21-06-2021,Forum Istanbul
I220048,C200057,Female,18,Clothing,5,1500.4,Credit Card,31-01-2021,Mall of Istanbul
I220052,C254653,Male,69,Toys,5,179.2,Cash,21-01-2023,Metrocity
I220054,C201432,Female,38,Shoes,3,1800.51,Cash,02-12-2021,Istinye Park
I220055,C178291,Female,53,Food & Beverage,1,5.23,Cash,10-05-2021,Zorlu Center
I220057,C294600,Female,41,Cosmetics,3,121.98,Debit Card,02-09-2021,Mall of Istanbul
I220064,C530421,Female,63,Food & Beverage,5,26.15,Debit Card,27-09-2022,Mall of Istanbul
I220070,C197041,Female,59,Food & Beverage,5,26.15,Cash,18-08-2021,Metropol AVM
I220077,C368670,Female,24,Cosmetics,3,121.98,Credit Card,31-05-2021,Emaar Square Mall
I220082,C239652,Male,44,Food & Beverage,5,26.15,Debit Card,09-09-2021,Metrocity
I220084,C127603,Female,66,Food & Beverage,4,20.92,Cash,09-07-2022,Zorlu Center
I220086,C592244,Male,62,Clothing,4,1200.32,Debit Card,26-03-2021,Metrocity
I220088,C184099,Female,62,Food & Beverage,2,10.46,Cash,18-09-2021,Cevahir AVM
I220090,C170717,Male,40,Souvenir,3,35.19,Credit Card,14-04-2021,Metrocity
I220091,C238661,Female,38,Cosmetics,3,121.98,Debit Card,20-02-2021,Zorlu Center
I220100,C218749,Female,43,Technology,3,3150,Debit Card,21-09-2022,Metrocity
I220101,C745204,Female,65,Clothing,4,1200.32,Debit Card,12-12-2022,Kanyon
I220103,C703000,Male,28,Food & Beverage,3,15.69,Cash,10-12-2021,Metrocity
I220105,C872885,Female,21,Clothing,1,300.08,Credit Card,15-02-2023,Metropol AVM
I220107,C194576,Male,31,Shoes,1,600.17,Credit Card,03-04-2021,Istinye Park
I220111,C149398,Male,49,Souvenir,3,35.19,Credit Card,14-06-2022,Viaport Outlet
I220114,C116000,Female,41,Shoes,1,600.17,Cash,05-09-2022,Istinye Park
I220117,C815531,Female,26,Clothing,2,600.16,Cash,04-05-2022,Metropol AVM
I220119,C603425,Female,43,Clothing,4,1200.32,Cash,18-01-2022,Kanyon
I220121,C131299,Female,59,Clothing,1,300.08,Cash,22-12-2022,Istinye Park
I220122,C846996,Female,68,Clothing,3,900.24,Cash,26-03-2021,Kanyon
I220123,C107400,Female,58,Souvenir,2,23.46,Cash,09-02-2023,Istinye Park
I220125,C326549,Female,44,Souvenir,3,35.19,Cash,05-08-2021,Kanyon
I220126,C992943,Female,32,Food & Beverage,5,26.15,Cash,13-09-2022,Forum Istanbul
I220130,C245196,Female,56,Shoes,3,1800.51,Credit Card,16-01-2022,Istinye Park
I220134,C464994,Female,52,Clothing,3,900.24,Cash,07-12-2021,Forum Istanbul
I220136,C109171,Female,47,Toys,5,179.2,Credit Card,23-01-2021,Metropol AVM
I220140,C152692,Female,32,Food & Beverage,5,26.15,Cash,25-02-2021,Mall of Istanbul
I220142,C323232,Female,52,Food & Beverage,3,15.69,Credit Card,11-08-2022,Istinye Park
I220144,C305661,Female,63,Food & Beverage,1,5.23,Credit Card,23-09-2021,Metropol AVM
I220147,C111604,Male,41,Food & Beverage,2,10.46,Credit Card,11-09-2021,Mall of Istanbul
I220151,C142854,Female,26,Books,2,30.3,Debit Card,11-06-2022,Mall of Istanbul
I220157,C870347,Female,20,Cosmetics,2,81.32,Cash,13-12-2022,Metrocity
I220162,C218513,Female,67,Souvenir,3,35.19,Debit Card,16-01-2022,Metropol AVM
I220165,C148582,Male,69,Cosmetics,1,40.66,Cash,23-08-2021,Viaport Outlet
I220167,C136662,Female,31,Food & Beverage,1,5.23,Debit Card,13-08-2022,Metropol AVM
I220168,C141166,Male,40,Clothing,3,900.24,Debit Card,18-05-2021,Kanyon
I220173,C706846,Female,66,Clothing,5,1500.4,Credit Card,03-01-2023,Cevahir AVM
I220184,C151321,Female,67,Cosmetics,2,81.32,Cash,17-10-2022,Viaport Outlet
I220186,C451765,Male,65,Books,1,15.15,Credit Card,16-04-2021,Forum Istanbul
I220189,C242734,Female,48,Food & Beverage,4,20.92,Cash,13-02-2023,Zorlu Center
I220192,C144539,Male,35,Cosmetics,4,162.64,Debit Card,26-01-2022,Emaar Square Mall
I220193,C237781,Male,51,Cosmetics,3,121.98,Cash,30-09-2021,Kanyon
I220195,C170596,Male,42,Food & Beverage,1,5.23,Cash,24-02-2022,Istinye Park
I220197,C198139,Male,43,Toys,1,35.84,Credit Card,18-06-2021,Mall of Istanbul
I220198,C306560,Male,36,Clothing,4,1200.32,Cash,23-10-2022,Metropol AVM
I220203,C220285,Female,35,Toys,1,35.84,Cash,26-06-2022,Metrocity
I220206,C158559,Female,58,Food & Beverage,1,5.23,Cash,08-01-2022,Metropol AVM
I220207,C104660,Female,64,Clothing,4,1200.32,Credit Card,24-04-2022,Viaport Outlet
I220210,C115093,Female,21,Books,4,60.6,Debit Card,19-05-2021,Mall of Istanbul
I220223,C331506,Male,40,Toys,1,35.84,Credit Card,20-03-2021,Kanyon
I220226,C139741,Male,22,Cosmetics,3,121.98,Credit Card,05-06-2022,Metrocity
I220227,C185537,Female,64,Cosmetics,2,81.32,Cash,11-04-2022,Cevahir AVM
I220229,C663168,Male,37,Clothing,1,300.08,Cash,11-07-2021,Cevahir AVM
I220233,C130360,Male,28,Food & Beverage,2,10.46,Credit Card,11-01-2023,Mall of Istanbul
I220238,C189784,Male,58,Food & Beverage,5,26.15,Credit Card,31-12-2021,Metrocity
I220239,C130779,Male,45,Souvenir,1,11.73,Credit Card,28-03-2021,Forum Istanbul
I220246,C296552,Male,52,Clothing,2,600.16,Credit Card,14-09-2022,Istinye Park
I220251,C134120,Female,66,Books,5,75.75,Credit Card,19-08-2022,Metropol AVM
I220254,C150486,Female,25,Clothing,2,600.16,Cash,30-06-2021,Viaport Outlet
I220264,C307205,Female,25,Technology,1,1050,Debit Card,11-09-2021,Metropol AVM
I220265,C647394,Female,41,Books,3,45.45,Credit Card,28-04-2022,Mall of Istanbul
I220267,C165022,Male,48,Technology,1,1050,Credit Card,26-11-2021,Metrocity
I220269,C338406,Female,61,Shoes,3,1800.51,Cash,27-01-2023,Kanyon
I220270,C202847,Female,65,Clothing,4,1200.32,Credit Card,24-02-2022,Forum Istanbul
I220273,C202237,Male,39,Souvenir,2,23.46,Cash,19-02-2023,Metropol AVM
I220275,C280833,Female,52,Toys,5,179.2,Debit Card,01-03-2023,Viaport Outlet
I220277,C190660,Male,54,Books,4,60.6,Credit Card,30-07-2021,Metrocity
I220282,C607442,Male,18,Toys,5,179.2,Cash,31-01-2023,Mall of Istanbul
I220284,C145053,Female,69,Shoes,4,2400.68,Cash,20-07-2021,Istinye Park
I220285,C162871,Female,43,Food & Beverage,4,20.92,Credit Card,01-05-2022,Kanyon
I220288,C274442,Female,29,Shoes,2,1200.34,Cash,23-09-2021,Istinye Park
I220289,C236625,Female,32,Clothing,5,1500.4,Debit Card,24-09-2021,Istinye Park
I220290,C111196,Male,56,Cosmetics,5,203.3,Cash,26-12-2022,Mall of Istanbul
I220291,C143862,Female,68,Souvenir,3,35.19,Credit Card,12-12-2022,Kanyon
I220299,C187925,Male,18,Clothing,3,900.24,Cash,30-07-2021,Kanyon
I220301,C521876,Male,41,Food & Beverage,5,26.15,Cash,23-03-2022,Metrocity
I220302,C144213,Male,45,Clothing,1,300.08,Cash,03-05-2022,Cevahir AVM
I220303,C139204,Female,25,Clothing,3,900.24,Cash,20-02-2021,Metropol AVM
I220306,C225702,Male,22,Books,2,30.3,Credit Card,13-05-2022,Mall of Istanbul
I220308,C130029,Male,23,Clothing,5,1500.4,Credit Card,20-01-2022,Metropol AVM
I220309,C306527,Female,54,Food & Beverage,1,5.23,Cash,28-03-2021,Viaport Outlet
I220310,C127431,Female,62,Clothing,2,600.16,Debit Card,16-07-2022,Cevahir AVM
I220311,C104014,Male,54,Clothing,3,900.24,Cash,03-10-2022,Kanyon
I220313,C303268,Male,45,Cosmetics,4,162.64,Debit Card,09-10-2021,Viaport Outlet
I220314,C223232,Female,30,Technology,2,2100,Cash,25-07-2022,Metropol AVM
I220320,C211175,Female,32,Clothing,2,600.16,Cash,17-07-2022,Forum Istanbul
I220321,C597331,Female,58,Clothing,5,1500.4,Cash,22-08-2022,Kanyon
I220322,C221105,Male,62,Cosmetics,1,40.66,Debit Card,05-03-2021,Mall of Istanbul
I220323,C325413,Female,52,Technology,3,3150,Credit Card,05-05-2021,Istinye Park
I220325,C271485,Male,54,Technology,5,5250,Credit Card,17-05-2021,Mall of Istanbul
I220327,C192171,Female,37,Clothing,5,1500.4,Cash,04-12-2022,Kanyon
I220331,C200505,Male,40,Clothing,5,1500.4,Cash,13-09-2022,Zorlu Center
I220333,C158736,Female,43,Food & Beverage,1,5.23,Cash,15-08-2021,Cevahir AVM
I220335,C236528,Male,42,Clothing,4,1200.32,Credit Card,29-08-2022,Kanyon
I220336,C171552,Male,18,Food & Beverage,1,5.23,Cash,03-05-2021,Viaport Outlet
I220338,C184585,Male,30,Toys,2,71.68,Debit Card,19-11-2021,Metrocity
I220341,C270560,Female,44,Shoes,4,2400.68,Cash,01-01-2021,Metrocity
I220342,C308008,Male,57,Souvenir,4,46.92,Cash,19-02-2021,Metropol AVM
I220345,C118399,Female,46,Clothing,3,900.24,Cash,18-04-2021,Metrocity
I220346,C315203,Female,63,Food & Beverage,1,5.23,Credit Card,19-06-2021,Mall of Istanbul
I220351,C976500,Female,56,Cosmetics,3,121.98,Cash,03-08-2021,Kanyon
I220360,C594835,Female,36,Food & Beverage,3,15.69,Credit Card,14-07-2022,Metropol AVM
I220362,C280614,Female,32,Shoes,1,600.17,Credit Card,05-05-2021,Metrocity
I220363,C184527,Male,53,Cosmetics,1,40.66,Cash,01-08-2022,Kanyon
I220364,C320290,Male,35,Food & Beverage,4,20.92,Credit Card,18-04-2022,Zorlu Center
I220365,C139406,Male,33,Clothing,1,300.08,Cash,04-06-2022,Metrocity
I220372,C389955,Female,67,Food & Beverage,1,5.23,Credit Card,28-03-2022,Metropol AVM
I220384,C127103,Female,21,Toys,1,35.84,Credit Card,28-11-2022,Mall of Istanbul
